CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
8636,22,Male,Germany,39544,8,8,5,Low,Gold,100.0
8637,35,Male,Germany,89764,2,5,20,Low,Silver,85.98
8638,59,Female,France,33295,10,9,8,High,Bronze,100.0
8639,36,Female,France,66409,8,1,8,High,Gold,71.96
8640,29,Female,Germany,92827,1,8,3,Medium,Silver,71.37
8641,35,Female,USA,62497,1,6,7,High,Silver,73.82
8642,34,Female,Germany,79503,9,1,20,Low,Gold,84.12
8643,47,Male,USA,79327,10,3,9,Medium,Silver,93.68
8644,41,Male,Germany,62933,3,5,13,High,Silver,74.51
8645,28,Female,UK,54999,1,5,10,Medium,Silver,60.78
8646,52,Female,USA,88194,8,6,2,Medium,Bronze,99.52
8647,40,Female,Canada,69520,4,5,10,Medium,Silver,78.49
8648,34,Female,Canada,89804,1,9,4,Medium,Gold,77.95
8649,18,Female,France,62212,9,6,20,Medium,Silver,100.0
8650,32,Male,UK,102356,2,5,14,Medium,Silver,50.05
8651,49,Female,Canada,88098,1,9,14,Low,Silver,95.89
8652,26,Male,Germany,86399,1,4,6,Medium,Silver,50.17
8653,32,Male,Canada,106236,2,9,11,Low,Bronze,100.0
8654,45,Female,Germany,60206,9,7,12,Medium,Bronze,100.0
8655,41,Female,UK,82987,8,8,1,High,Silver,100.0
8656,52,Male,France,93844,4,8,10,High,Silver,100.0
8657,39,Male,Canada,50625,2,1,5,High,Gold,40.57
8658,44,Male,France,108007,9,7,4,High,Bronze,100.0
8659,36,Female,UK,44102,8,9,12,High,Bronze,99.25
8660,62,Male,USA,83846,5,8,5,Low,Bronze,100.0
8661,29,Female,UK,115431,10,8,20,Low,Bronze,100.0
8662,37,Male,UK,97811,10,2,7,Low,Silver,99.5
8663,18,Female,UK,114908,10,8,3,Medium,Gold,100.0
8664,38,Female,USA,62361,2,6,17,Medium,Gold,88.66
8665,66,Male,USA,76155,10,9,19,Low,Silver,100.0
8666,62,Female,UK,117251,3,5,5,Low,Gold,77.52
8667,18,Female,USA,40117,8,2,2,High,Bronze,81.81
8668,27,Male,Germany,55207,8,3,14,High,Silver,74.95
8669,64,Female,UK,85177,7,5,11,High,Bronze,100.0
8670,49,Male,Canada,51669,9,9,2,Medium,Bronze,100.0
8671,56,Male,Germany,45451,7,2,6,Medium,Silver,54.77
8672,39,Male,UK,33499,10,6,16,Low,Bronze,100.0
8673,35,Female,Canada,82990,3,1,7,High,Silver,74.69
8674,65,Female,Canada,42483,1,7,1,Low,Bronze,57.59
8675,63,Male,France,39829,3,9,17,Medium,Silver,96.29
8676,49,Female,France,68769,2,2,17,Low,Gold,60.01
8677,44,Male,Canada,40490,6,7,15,Low,Gold,87.41
8678,45,Male,UK,91853,5,8,3,High,Gold,100.0
8679,35,Male,UK,46928,10,7,20,Medium,Gold,100.0
8680,56,Female,UK,81851,9,9,16,Low,Bronze,100.0
8681,66,Female,UK,56742,8,2,4,Low,Silver,70.58
8682,46,Female,Canada,57106,5,8,1,Low,Gold,94.36
8683,35,Male,USA,79855,2,8,4,Low,Bronze,80.31
8684,61,Male,USA,88364,10,5,10,Medium,Bronze,100.0
8685,25,Female,UK,116603,6,2,4,Medium,Gold,88.03
8686,48,Female,France,40402,10,9,9,High,Silver,100.0
8687,51,Male,Canada,34669,5,6,15,Medium,Silver,63.63
8688,24,Male,USA,110528,4,1,17,Low,Bronze,72.62
8689,53,Male,Canada,42256,8,9,13,High,Gold,100.0
8690,35,Male,France,59985,8,6,20,Low,Gold,100.0
8691,55,Female,Canada,94595,8,7,10,Low,Gold,100.0
8692,26,Female,France,116077,5,7,7,High,Silver,100.0
8693,26,Male,France,65429,6,3,12,High,Bronze,81.88
8694,63,Male,Germany,106041,3,1,3,Medium,Silver,71.48
8695,25,Female,France,67297,6,6,5,Low,Silver,79.88
8696,68,Male,Germany,45687,3,3,11,High,Bronze,85.57
8697,52,Male,France,31926,8,5,15,Low,Bronze,80.07
8698,35,Female,France,35033,9,8,1,High,Gold,100.0
8699,22,Female,Canada,75368,5,5,18,Medium,Gold,92.87
8700,31,Female,Germany,63006,9,7,15,Low,Gold,100.0
8701,45,Male,USA,88089,8,6,4,Low,Silver,100.0
8702,47,Male,USA,62725,8,3,1,Low,Gold,75.88
8703,21,Female,Canada,114706,2,9,15,Low,Bronze,100.0
8704,56,Female,USA,35046,8,2,7,Low,Bronze,90.05
8705,37,Male,USA,86072,5,9,4,High,Gold,100.0
8706,42,Male,France,42460,6,3,11,Medium,Silver,76.24
8707,45,Male,UK,34901,9,8,14,Low,Bronze,100.0
8708,29,Female,UK,39362,2,10,4,High,Bronze,93.74
8709,19,Female,USA,44815,10,7,5,Low,Bronze,100.0
8710,60,Male,Canada,36497,1,1,1,Low,Bronze,24.43
8711,31,Female,Canada,119899,2,6,15,Medium,Silver,97.91
8712,39,Female,Germany,50797,2,10,2,Medium,Gold,84.71
8713,48,Female,Canada,36890,8,5,16,Medium,Bronze,100.0
8714,40,Male,Canada,111621,7,7,5,Low,Silver,100.0
8715,65,Male,France,94290,2,7,9,Medium,Bronze,87.58
8716,37,Female,France,80742,2,3,10,Medium,Bronze,62.96
8717,55,Male,USA,63486,9,10,5,Medium,Silver,100.0
8718,21,Female,Canada,114366,2,5,1,Low,Silver,73.11
8719,32,Female,UK,75411,9,9,12,Medium,Gold,100.0
8720,41,Male,Canada,107919,6,8,1,Low,Gold,94.58
8721,42,Female,Canada,89533,1,6,10,Low,Silver,65.14
8722,18,Female,USA,66317,10,7,16,Medium,Gold,100.0
8723,24,Female,UK,86762,6,10,15,Medium,Silver,100.0
8724,48,Female,USA,42827,1,1,20,Medium,Gold,29.81
8725,29,Female,Canada,72682,6,3,10,High,Silver,77.33
8726,59,Female,UK,105761,1,5,13,Low,Silver,86.29
8727,22,Male,Canada,81810,6,10,12,High,Silver,100.0
8728,61,Female,USA,56533,10,10,20,Medium,Silver,100.0
8729,67,Male,USA,78679,3,7,14,Medium,Bronze,92.84
8730,59,Male,France,95202,6,10,11,Low,Gold,100.0
8731,55,Male,UK,56081,3,3,16,Medium,Silver,83.27
8732,29,Male,France,105912,10,2,7,Low,Gold,100.0
8733,56,Male,UK,93343,6,3,20,Low,Bronze,91.27
8734,35,Female,Germany,30742,6,6,4,Medium,Bronze,79.86
8735,19,Female,UK,52596,7,3,13,Low,Silver,59.58
8736,27,Male,Canada,33232,6,8,19,Low,Silver,100.0
8737,32,Female,UK,71115,6,3,2,Medium,Silver,68.24
8738,47,Male,France,97764,6,10,10,Medium,Gold,100.0
8739,61,Female,USA,111704,9,3,7,Medium,Bronze,100.0
8740,34,Male,USA,60365,7,10,9,Low,Silver,100.0
8741,21,Male,UK,59934,8,10,18,Medium,Silver,100.0
8742,24,Male,Germany,108874,2,7,19,High,Gold,69.28
8743,58,Female,USA,37345,3,3,5,High,Silver,53.58
8744,48,Female,USA,52154,2,8,1,Medium,Gold,75.56
8745,68,Male,USA,102313,5,6,17,High,Gold,100.0
8746,56,Male,Germany,83867,8,10,20,Low,Silver,100.0
8747,51,Female,France,113999,5,8,20,Medium,Bronze,100.0
8748,23,Female,UK,86342,2,1,20,Low,Bronze,57.86
8749,67,Male,Germany,52700,2,4,16,Low,Silver,62.39
8750,55,Male,UK,88897,10,6,11,Low,Bronze,100.0
8751,62,Male,Canada,107851,2,9,3,Low,Bronze,94.55
8752,68,Female,UK,58464,4,8,15,Low,Silver,100.0
8753,51,Male,USA,83033,10,3,11,Low,Gold,100.0
8754,61,Female,Germany,107070,5,10,1,High,Silver,100.0
8755,32,Female,Germany,60995,6,1,3,High,Gold,64.92
8756,31,Male,France,96975,7,1,13,Low,Silver,71.94
8757,23,Female,Canada,99078,8,9,2,Medium,Silver,98.9
8758,67,Male,France,74487,5,10,14,Low,Silver,100.0
8759,54,Male,France,35546,3,10,2,Medium,Silver,96.03
8760,67,Female,Canada,98433,5,5,2,Low,Silver,84.83
8761,49,Male,USA,46470,1,7,15,Low,Bronze,86.32
8762,20,Female,Germany,98885,7,6,19,Low,Bronze,100.0
8763,20,Female,UK,62659,8,6,17,Low,Silver,97.53
8764,39,Male,Canada,65810,6,4,6,High,Bronze,81.81
8765,39,Female,France,117024,6,9,18,High,Gold,100.0
8766,27,Female,UK,34018,9,2,7,Low,Bronze,72.89
8767,68,Male,Canada,67929,7,7,8,High,Gold,100.0
8768,20,Female,Canada,54371,8,7,9,Low,Gold,95.98
8769,29,Male,USA,44924,6,4,13,Low,Silver,92.89
8770,46,Male,USA,102158,5,2,6,Medium,Gold,66.85
8771,65,Female,Germany,77085,7,7,8,Low,Gold,100.0
8772,34,Female,Germany,93257,4,3,7,High,Bronze,73.3
8773,24,Male,UK,50695,10,8,10,Low,Bronze,100.0
8774,30,Female,Germany,59659,5,5,8,Medium,Gold,83.55
8775,19,Male,Canada,104208,6,2,15,Low,Bronze,81.98
8776,21,Female,Canada,37356,9,9,12,Low,Gold,100.0
8777,27,Male,Canada,43911,2,7,16,High,Silver,68.34
8778,56,Male,Canada,55713,7,8,6,Low,Bronze,82.71
8779,41,Female,USA,50413,5,4,3,High,Bronze,66.88
8780,34,Female,Canada,42610,10,10,11,High,Silver,100.0
8781,69,Female,Canada,77036,2,9,4,High,Gold,100.0
8782,23,Male,Canada,110429,2,8,15,Low,Gold,81.21
8783,36,Male,France,78560,2,4,5,Medium,Gold,82.93
8784,22,Female,UK,80221,8,5,16,Low,Silver,100.0
8785,49,Female,UK,38830,3,7,6,Medium,Bronze,100.0
8786,27,Male,Canada,91940,6,6,8,Low,Gold,77.09
8787,26,Female,Canada,78440,7,8,19,Low,Gold,100.0
8788,44,Female,UK,76571,6,3,10,Low,Bronze,87.04
8789,30,Male,Germany,96445,7,1,12,Medium,Bronze,83.24
8790,36,Female,France,77237,4,1,12,High,Gold,51.45
8791,38,Male,France,91003,8,7,2,High,Bronze,100.0
8792,41,Male,Germany,77164,5,1,4,High,Bronze,48.01
8793,55,Female,Canada,66185,1,7,3,High,Silver,62.4
8794,21,Female,UK,38156,4,10,10,Low,Bronze,85.64
8795,41,Female,France,69965,1,10,8,Low,Gold,90.43
8796,52,Male,Germany,48299,6,1,16,Medium,Silver,73.07
8797,20,Male,Germany,40483,6,2,13,Low,Gold,72.39
8798,21,Male,USA,76863,3,7,4,Low,Gold,61.66
8799,54,Female,Germany,38823,10,8,13,Medium,Gold,100.0
8800,57,Male,USA,52367,6,3,20,High,Silver,90.87
8801,65,Male,USA,39634,7,1,2,Low,Silver,69.58
8802,52,Male,France,99607,4,9,11,Low,Gold,100.0
8803,48,Female,Canada,40263,7,9,14,High,Bronze,100.0
8804,61,Male,Canada,119118,10,10,5,High,Silver,100.0
8805,42,Female,Germany,63388,10,7,7,Medium,Gold,100.0
8806,57,Female,UK,45757,1,6,19,High,Gold,77.45
8807,30,Male,UK,60500,9,4,2,Medium,Bronze,100.0
8808,21,Male,USA,107904,10,4,1,Low,Gold,100.0
8809,63,Male,Germany,46192,3,8,20,High,Silver,94.92
8810,31,Female,Germany,65471,6,7,2,High,Gold,68.06
8811,30,Female,Canada,30874,9,9,8,Medium,Gold,100.0
8812,44,Female,UK,100230,2,6,13,Low,Silver,65.21
8813,23,Female,France,102842,3,7,4,High,Silver,92.53
8814,34,Male,Germany,108915,7,6,6,High,Gold,100.0
8815,53,Male,Germany,81567,10,3,3,Low,Bronze,100.0
8816,57,Female,Canada,104454,7,9,19,Low,Silver,100.0
8817,66,Female,France,62094,7,4,19,Low,Gold,100.0
8818,52,Female,France,53326,9,2,10,Medium,Silver,92.05
8819,34,Female,France,118794,5,1,9,Medium,Bronze,64.06
8820,58,Female,France,103948,10,5,9,Medium,Silver,100.0
8821,19,Female,UK,31228,7,4,16,High,Bronze,82.14
8822,30,Female,USA,113436,7,4,14,Low,Gold,100.0
8823,69,Female,France,32620,10,1,5,Low,Gold,81.07
8824,19,Male,USA,118881,9,2,4,Low,Bronze,94.41
8825,69,Male,USA,75713,7,2,13,High,Bronze,87.2
8826,45,Female,Canada,56108,4,10,11,High,Silver,100.0
8827,60,Male,France,118343,6,1,7,Low,Silver,75.8
8828,43,Male,UK,43044,6,6,19,Medium,Gold,89.81
8829,39,Male,Canada,41974,2,9,3,High,Silver,79.89
8830,64,Female,Canada,56312,4,7,11,Medium,Gold,100.0
8831,60,Female,USA,47018,8,1,17,High,Bronze,100.0
8832,20,Female,Germany,62545,1,1,3,Low,Gold,46.9
8833,52,Male,UK,73487,8,4,9,Medium,Bronze,89.24
8834,29,Female,France,64070,7,7,9,Medium,Silver,97.92
8835,41,Male,France,52006,7,4,2,High,Silver,87.35
8836,22,Female,UK,48067,6,3,16,Low,Gold,71.78
8837,37,Female,France,66982,5,2,10,Medium,Gold,75.89
8838,56,Male,Germany,112211,6,6,2,High,Gold,100.0
8839,56,Female,Germany,77373,1,4,9,Medium,Gold,70.13
8840,30,Male,France,80602,1,7,11,High,Silver,88.54
8841,58,Female,Canada,46083,3,8,12,High,Silver,100.0
8842,62,Female,France,67308,5,3,20,Medium,Gold,89.12
8843,29,Female,France,98228,9,5,10,Low,Bronze,100.0
8844,30,Male,UK,71571,5,9,4,High,Bronze,87.59
8845,27,Female,Germany,75882,3,10,13,High,Bronze,100.0
8846,50,Male,Canada,105551,5,6,10,Medium,Silver,100.0
8847,57,Male,UK,67852,2,5,10,High,Gold,70.22
8848,33,Male,UK,118323,6,3,3,Medium,Bronze,92.73
8849,62,Female,Canada,98816,10,5,16,Low,Silver,100.0
8850,52,Female,Canada,32516,7,6,15,High,Gold,84.09
8851,20,Female,UK,108950,1,5,9,Low,Gold,57.44
8852,22,Female,France,87416,7,9,10,Medium,Bronze,96.82
8853,43,Female,Canada,110315,8,8,17,Low,Bronze,100.0
8854,28,Male,USA,56162,2,7,16,High,Silver,66.23
8855,24,Male,Canada,43399,3,7,13,Low,Gold,65.93
8856,27,Male,UK,104914,3,6,9,Medium,Bronze,80.96
8857,59,Male,USA,98866,1,3,16,Low,Bronze,80.69
8858,69,Male,UK,86381,9,5,1,Medium,Silver,97.91
8859,51,Male,Germany,88398,8,6,18,Medium,Gold,100.0
8860,20,Female,Germany,97712,3,6,12,High,Gold,73.73
8861,25,Male,France,54893,5,3,6,Medium,Bronze,55.59
8862,48,Male,Canada,109616,4,3,14,Medium,Silver,80.33
8863,28,Male,UK,63952,9,10,9,Low,Silver,100.0
8864,62,Male,USA,98265,5,1,20,Medium,Silver,93.14
8865,24,Female,Canada,93680,2,4,4,Low,Gold,61.69
8866,62,Male,France,45503,2,2,12,Low,Bronze,65.11
8867,19,Female,UK,71380,1,4,12,Low,Bronze,61.67
8868,23,Female,UK,36707,5,4,2,Low,Bronze,61.5
8869,58,Male,Germany,102945,5,9,6,Low,Gold,100.0
8870,49,Male,France,88722,3,8,9,Medium,Bronze,98.55
8871,37,Female,UK,64945,5,2,17,Medium,Bronze,78.22
8872,51,Male,Germany,36571,8,7,13,High,Bronze,100.0
8873,67,Male,Germany,41700,3,6,7,Low,Silver,77.93
8874,33,Male,USA,61825,4,7,1,High,Gold,100.0
8875,42,Female,France,90774,3,7,19,Medium,Silver,83.72
8876,29,Male,France,71879,6,7,12,Low,Gold,92.69
8877,24,Female,UK,104005,7,3,11,Medium,Bronze,83.53
8878,56,Female,USA,43828,7,10,9,Medium,Gold,100.0
8879,34,Female,Canada,100275,2,4,11,High,Silver,76.41
8880,62,Male,UK,105885,7,8,8,High,Silver,100.0
8881,28,Female,Germany,89360,1,7,20,High,Silver,68.27
8882,23,Male,Canada,62186,10,9,3,Low,Gold,100.0
8883,40,Female,Canada,99179,10,8,14,High,Silver,100.0
8884,44,Male,UK,90229,2,1,11,Medium,Silver,54.27
8885,63,Male,USA,79523,2,10,4,Low,Bronze,100.0
8886,23,Female,France,60474,8,9,4,Medium,Bronze,84.99
8887,55,Female,USA,55773,3,8,10,Medium,Silver,75.17
8888,19,Female,UK,97718,5,2,20,High,Silver,55.19
8889,39,Male,France,42567,4,4,14,Medium,Silver,54.98
8890,37,Male,Canada,68023,5,1,17,High,Silver,81.94
8891,42,Male,Germany,54843,7,3,6,Low,Bronze,77.09
8892,32,Female,USA,42681,9,5,4,High,Bronze,67.53
8893,66,Male,France,34490,2,2,17,Low,Bronze,64.79
8894,46,Male,USA,76995,8,1,16,Medium,Silver,83.57
8895,25,Male,France,33301,10,9,10,Medium,Gold,100.0
8896,54,Female,Germany,94555,6,3,5,High,Bronze,94.3
8897,66,Female,UK,82758,8,1,10,Medium,Silver,87.53
8898,69,Male,UK,30277,8,6,13,Low,Silver,100.0
8899,50,Female,France,54236,9,4,6,Low,Gold,93.35
8900,39,Female,France,97605,6,4,19,Low,Silver,81.74
8901,67,Female,UK,64600,7,1,17,Low,Silver,84.15
8902,64,Female,Canada,107858,2,1,12,Medium,Bronze,65.99
8903,22,Female,Canada,79809,1,10,18,Low,Silver,75.59
8904,56,Female,Canada,58662,4,3,6,Low,Gold,78.99
8905,35,Female,Germany,85304,1,8,20,High,Gold,86.73
8906,55,Female,France,51896,9,10,1,Low,Gold,100.0
8907,54,Female,USA,39233,4,4,9,Low,Silver,79.3
8908,47,Male,USA,45603,1,2,4,High,Silver,49.04
8909,68,Male,France,67567,1,5,2,High,Gold,64.22
8910,48,Female,UK,33808,4,8,2,Medium,Gold,85.03
8911,27,Female,France,109141,3,9,9,Low,Gold,82.83
8912,32,Female,Canada,49506,1,5,2,High,Bronze,54.75
8913,59,Female,Canada,50245,3,3,6,High,Gold,51.2
8914,65,Male,USA,56464,8,6,12,Medium,Gold,100.0
8915,61,Female,France,109543,2,6,19,Medium,Gold,94.56
8916,35,Male,USA,106789,6,5,7,Medium,Gold,100.0
8917,40,Male,UK,112539,4,10,6,High,Bronze,100.0
8918,50,Male,Germany,37196,2,1,4,Medium,Silver,37.63
8919,33,Male,Germany,118758,2,4,16,High,Gold,62.48
8920,55,Male,UK,73395,8,4,6,High,Silver,98.04
8921,52,Male,Canada,51449,10,4,15,High,Gold,98.41
8922,51,Female,Canada,107855,1,6,12,High,Silver,77.17
8923,45,Female,Canada,34881,10,4,8,High,Gold,96.56
8924,19,Male,USA,30709,8,1,19,Medium,Bronze,53.8
8925,47,Female,USA,79433,2,7,18,Low,Gold,88.37
8926,30,Male,Germany,102818,5,6,9,Low,Gold,80.08
8927,58,Female,Canada,93081,2,8,16,High,Silver,94.37
8928,33,Male,Canada,32322,1,6,13,High,Gold,44.18
8929,22,Male,UK,34933,4,3,4,Low,Silver,58.68
8930,45,Female,Germany,93259,2,1,3,High,Bronze,59.13
8931,56,Male,USA,93599,8,4,18,High,Gold,100.0
8932,62,Female,Germany,82435,1,5,3,Low,Gold,73.26
8933,37,Male,Canada,63997,9,9,19,Medium,Gold,100.0
8934,41,Female,Canada,70928,6,7,19,Low,Gold,100.0
8935,44,Female,USA,117988,3,7,3,High,Bronze,81.51
8936,47,Female,USA,90379,8,1,6,Medium,Silver,91.43
8937,62,Female,Germany,33300,8,2,5,Medium,Bronze,66.81
8938,44,Female,France,91213,3,10,17,High,Gold,100.0
8939,43,Male,Canada,94273,8,6,5,Medium,Bronze,100.0
8940,24,Male,Canada,85420,1,3,1,Low,Gold,48.69
8941,59,Female,France,49592,9,7,19,Medium,Bronze,100.0
8942,64,Male,Germany,63030,3,7,12,High,Bronze,95.33
8943,55,Male,UK,79972,10,10,8,High,Bronze,100.0
8944,22,Female,UK,113150,10,4,10,Low,Gold,100.0
8945,40,Female,Canada,38154,7,2,13,High,Silver,73.1
8946,45,Male,UK,66464,8,3,11,Low,Bronze,100.0
8947,51,Female,Germany,99252,3,9,6,High,Gold,100.0
8948,32,Female,UK,45914,2,7,14,Medium,Silver,73.35
8949,49,Female,USA,106901,5,6,1,Low,Bronze,85.97
8950,43,Male,Germany,77556,8,5,18,High,Bronze,100.0
8951,65,Female,France,58885,2,2,3,High,Gold,44.44
8952,48,Male,Canada,37766,5,4,15,High,Silver,81.84
8953,36,Female,Germany,43964,2,5,11,Medium,Silver,73.8
8954,26,Male,UK,115934,8,8,5,Medium,Bronze,100.0
8955,46,Female,Germany,91740,2,1,15,Medium,Bronze,59.48
8956,68,Female,France,51353,7,9,9,Low,Gold,100.0
8957,56,Female,Germany,113201,10,5,8,Medium,Gold,100.0
8958,21,Male,France,52920,3,8,5,Medium,Bronze,82.61
8959,20,Male,France,62405,10,2,14,Medium,Bronze,100.0
8960,46,Male,Germany,116419,5,9,20,Low,Bronze,100.0
8961,69,Male,Canada,51244,5,5,6,Low,Silver,81.5
8962,28,Female,Canada,116203,4,5,4,High,Silver,76.23
8963,50,Female,UK,57274,6,6,14,Medium,Gold,96.78
8964,55,Male,Germany,78756,1,5,2,High,Gold,75.11
8965,28,Male,Germany,59031,8,4,2,Low,Gold,78.72
8966,44,Male,USA,77380,1,10,10,Low,Bronze,72.97
8967,50,Male,Canada,112641,1,6,13,Low,Bronze,76.19
8968,38,Male,France,90097,7,10,17,Medium,Bronze,100.0
8969,56,Male,USA,70500,6,2,12,High,Bronze,95.33
8970,48,Female,Germany,93971,6,5,17,Low,Gold,100.0
8971,55,Male,USA,102412,8,5,10,Medium,Bronze,100.0
8972,63,Male,Canada,101025,3,9,4,High,Bronze,97.08
8973,19,Male,Germany,54343,5,10,15,Medium,Gold,100.0
8974,44,Female,Canada,41614,8,6,14,Medium,Bronze,100.0
8975,53,Male,USA,47606,4,6,3,Medium,Bronze,70.05
8976,28,Female,UK,47315,7,3,12,Low,Gold,71.46
8977,64,Female,France,49236,4,8,19,Low,Gold,89.74
8978,35,Male,France,35265,9,6,7,Medium,Gold,98.59
8979,18,Female,UK,88522,1,5,10,High,Silver,49.25
8980,52,Male,UK,75129,7,6,14,Medium,Bronze,100.0
8981,52,Female,UK,48152,10,8,3,Low,Silver,100.0
8982,48,Male,Canada,106111,9,9,1,Low,Bronze,100.0
8983,45,Male,Germany,105026,5,6,16,Medium,Bronze,100.0
8984,56,Female,UK,56096,10,10,6,High,Bronze,100.0
8985,18,Male,Canada,70015,4,2,15,Low,Bronze,80.55
8986,42,Male,USA,105884,9,2,3,Low,Gold,90.29
8987,60,Female,USA,56115,7,3,9,High,Gold,99.83
8988,55,Female,UK,86443,2,10,11,High,Gold,97.52
8989,37,Male,USA,70947,9,7,5,High,Silver,100.0
8990,20,Female,UK,99256,5,7,6,Low,Silver,93.4
8991,68,Male,USA,111976,3,3,20,Low,Bronze,100.0
8992,19,Female,USA,52852,7,6,10,Medium,Silver,81.31
8993,35,Female,Germany,95049,2,5,8,Medium,Gold,61.55
8994,61,Female,Germany,46474,9,5,6,High,Gold,97.23
8995,27,Male,USA,30003,10,10,13,Medium,Silver,100.0
8996,22,Male,Germany,104260,1,8,9,Medium,Bronze,100.0
8997,26,Male,UK,119546,10,8,15,Low,Bronze,100.0
8998,19,Male,France,104142,5,8,19,Low,Silver,100.0
8999,51,Male,UK,68096,9,4,4,High,Silver,100.0
9000,55,Female,Germany,38454,5,3,8,High,Bronze,67.02
9001,48,Male,Canada,104472,7,4,5,High,Gold,100.0
9002,27,Female,USA,52128,2,7,16,Medium,Bronze,87.6
9003,67,Female,Germany,69026,6,8,18,High,Bronze,100.0
9004,29,Female,Germany,30310,1,8,2,High,Bronze,62.2
9005,53,Male,Germany,52211,1,1,6,High,Silver,50.36
9006,38,Female,UK,56120,8,2,3,Medium,Bronze,66.92
9007,66,Male,USA,62876,1,6,7,High,Silver,83.23
9008,64,Male,France,118535,5,3,3,Medium,Gold,79.5
9009,23,Male,Germany,67993,3,1,12,Low,Gold,37.09
9010,65,Male,Canada,41715,5,6,2,High,Bronze,68.36
9011,66,Female,USA,99692,3,4,9,Low,Bronze,84.51
9012,20,Male,France,91812,6,9,16,High,Gold,100.0
9013,27,Female,Canada,32294,1,9,9,High,Gold,79.09
9014,22,Female,France,78565,8,9,6,High,Bronze,100.0
9015,63,Male,France,57548,1,8,15,High,Gold,79.54
9016,43,Female,USA,78404,7,9,7,Low,Bronze,100.0
9017,38,Female,UK,85563,3,4,4,Medium,Bronze,64.5
9018,62,Female,Canada,95873,8,2,11,Medium,Gold,81.81
9019,43,Male,Germany,91206,7,1,4,Low,Bronze,93.25
9020,55,Female,France,46996,5,5,14,Low,Silver,100.0
9021,61,Male,Canada,37795,1,9,7,Medium,Bronze,95.66
9022,43,Male,USA,114731,9,10,5,Medium,Gold,100.0
9023,25,Male,Canada,93902,3,8,17,High,Gold,92.19
9024,22,Male,Germany,36923,7,9,3,High,Bronze,97.41
9025,32,Female,Germany,65503,5,5,13,High,Gold,83.42
9026,33,Female,USA,40773,2,1,15,Medium,Gold,35.15
9027,18,Female,Canada,115939,7,5,6,Low,Bronze,100.0
9028,33,Male,UK,55092,10,1,19,Low,Bronze,90.29
9029,54,Female,UK,48515,7,4,11,Low,Bronze,74.32
9030,20,Male,France,78073,9,8,3,Low,Gold,100.0
9031,69,Female,France,59899,3,9,2,Medium,Silver,100.0
9032,64,Male,Canada,74293,3,7,1,Low,Gold,86.62
9033,48,Male,France,85766,6,3,1,Medium,Silver,91.52
9034,30,Male,Germany,87407,7,3,14,Low,Gold,99.77
9035,33,Male,USA,83049,3,6,6,Low,Bronze,85.57
9036,60,Female,France,32301,7,6,5,High,Bronze,100.0
9037,38,Male,UK,101064,4,6,18,High,Silver,94.97
9038,19,Female,Germany,86372,10,4,15,High,Gold,99.65
9039,44,Female,UK,46767,3,3,19,Medium,Bronze,66.58
9040,55,Female,France,60817,10,2,4,Low,Bronze,67.87
9041,43,Male,France,71084,6,9,9,Low,Bronze,100.0
9042,55,Male,Germany,93591,4,2,17,Medium,Gold,74.19
9043,63,Male,UK,114499,4,10,17,High,Gold,100.0
9044,42,Female,USA,115992,9,10,5,High,Bronze,100.0
9045,28,Male,USA,36786,3,5,11,High,Silver,77.48
9046,25,Male,Germany,108271,1,10,16,Medium,Gold,85.0
9047,25,Female,France,39094,10,6,14,Medium,Gold,90.57
9048,50,Male,Germany,116274,5,8,5,Low,Silver,100.0
9049,24,Female,UK,85210,1,6,15,High,Bronze,79.66
9050,55,Female,USA,48667,8,5,6,Medium,Bronze,100.0
9051,38,Female,France,90803,8,1,20,Low,Silver,82.91
9052,25,Male,UK,91601,7,7,15,Low,Bronze,100.0
9053,68,Male,USA,111733,1,6,10,Low,Silver,75.57
9054,38,Female,USA,100399,9,1,13,Medium,Silver,100.0
9055,37,Female,Canada,79577,4,8,4,Low,Bronze,88.17
9056,25,Male,France,39667,6,1,15,Low,Bronze,67.64
9057,63,Male,Germany,38331,1,9,1,Medium,Gold,90.46
9058,48,Female,Canada,85858,10,7,1,Low,Gold,100.0
9059,67,Female,USA,40350,2,8,14,High,Gold,100.0
9060,46,Female,France,49425,2,1,16,High,Gold,55.21
9061,65,Male,France,84406,6,2,11,Medium,Bronze,85.78
9062,26,Female,Canada,95650,1,10,10,Low,Silver,90.66
9063,32,Male,UK,60909,4,10,19,High,Bronze,100.0
9064,47,Female,UK,115425,1,6,6,Low,Bronze,79.11
9065,43,Male,Germany,61700,10,4,2,Low,Gold,97.34
9066,27,Female,France,112456,2,1,6,Low,Silver,42.31
9067,46,Male,Canada,92072,4,4,10,Medium,Silver,73.88
9068,33,Male,USA,60469,9,10,4,Medium,Gold,100.0
9069,53,Male,UK,40970,1,7,19,Medium,Gold,45.72
9070,37,Male,Canada,101615,9,8,11,Medium,Gold,100.0
9071,62,Male,Germany,37522,8,2,9,Medium,Bronze,73.34
9072,54,Male,Germany,116571,4,8,15,High,Silver,100.0
9073,39,Female,France,64816,1,9,7,Medium,Gold,68.64
9074,24,Female,Germany,84864,4,2,18,Low,Gold,57.82
9075,40,Female,Germany,43188,5,5,10,High,Silver,84.19
9076,58,Male,UK,35547,8,5,9,Low,Silver,80.86
